Handle    	Owner               	Type                	Memory    	Time Created                  
0xe7e00f2e	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:53:58         
0x96400f30	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:45:47         
0xe7d00f31	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:53:58         
0xe0400f32	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:53:57         
0xf7c00f33	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:06:06         
0xe0300f34	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:53:57         
0xe8200f37	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:53:58         
0x28800f38	custom/AntiBhopCheat	Trie                	604       	12/12/2022 - 20:45:33         
0xf6500f3a	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:49:05         
0xe3600f3e	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:53:58         
0x99000f3f	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:54:14         
0xcc800f44	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:00:21         
0xe8300f46	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:53:58         
0xea400f47	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:53:58         
0xa6c00f48	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 20:38:41         
0x55400f49	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:46:11         
0x15000f4a	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 20:25:26         
0x70400f4b	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:18:44         
0xf8100f4c	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 20:35:14         
0xc6d00f4d	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 20:02:22         
0x97900f4e	zr/zombiereloaded.sm	Trie                	604       	12/12/2022 - 20:38:53         
0xc6900f4f	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:54:38         
0x3fe00f50	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:54:17         
0x7a800f51	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 20:01:27         
0x23800f52	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:15:34         
0x06c00f53	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:53:58         
0xdce00f55	custom/AntiBhopCheat	Trie                	604       	12/12/2022 - 20:45:45         
0xab600f57	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:54:00         
0x33300f58	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 20:32:52         
0x6a700f59	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:54:15         
0x72500f5a	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 20:08:05         
0x06b00f5b	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:53:58         
0x06600f5c	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:53:58         
0x47e00f5d	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:54:14         
0x85a00f5e	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:54:31         
0x06700f5f	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:53:58         
0x53000f60	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:07:00         
0x22c00f62	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:32:49         
0xf9200f64	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:53:58         
0x1da00f66	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:44:49         
0xdd600f67	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:45:56         
0x0a000f68	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:53:58         
0x0a100f69	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:53:58         
0x11400f6a	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 20:01:42         
0x63500f6b	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:54:16         
0xa1900f6c	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:04:58         
0x1f500f6d	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:50:02         
0x2d200f6e	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:45:42         
0x8e000f6f	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:46:52         
0xb3c00f70	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:52:00         
0x6db00f71	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:54:51         
0xbe000f72	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:54:00         
0x8ce00f73	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:54:16         
0xb1f00f74	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:54:17         
0xd2e00f75	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 20:32:00         
0xc7300f76	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:54:17         
0x0f700f78	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:53:59         
0x0f800f79	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:53:59         
0x25300f7a	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:54:52         
0xb0b00f7b	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:54:35         
0x8de00f7c	custom/AntiBhopCheat	Trie                	604       	12/12/2022 - 20:38:38         
0x1b800f7f	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:11:29         
0x96000f80	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:52:00         
0xbaa00f81	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:44:37         
0x83c00f82	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:53:59         
0xbda00f83	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:54:00         
0xfe200f86	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:20:59         
0x83d00f87	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:53:59         
0xfe300f88	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:45:25         
0xf8a00f89	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:05:05         
0x28f00f8a	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:07:14         
0x4e000f8b	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:53:59         
0x76b00f8c	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:17:53         
0x4e100f8d	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:53:59         
0x63400f8e	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:54:16         
0xed400f8f	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:45:55         
0xe3800f90	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:54:14         
0xd6e00f91	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:54:54         
0x8e000f92	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:58:14         
0xd0d00f93	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:48:49         
0xa5a00f94	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:54:15         
0x3f900f95	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 20:27:53         
0x1dc00f96	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:54:30         
0x89c00f97	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:53:59         
0x8e800f9b	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:02:50         
0xc8000f9c	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 20:04:14         
0xaba00f9d	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:54:41         
0x61800fa0	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:55:20         
0x4d100fa1	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 20:28:55         
0x85c00fa2	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:53:59         
0x85d00fa3	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:53:59         
0x22e00fa4	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 20:02:18         
0x61b00fa5	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 20:27:00         
0x98800fa6	custom/AntiBhopCheat	CellArray           	84        	12/12/2022 - 20:38:55         
0xbdc00fa8	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:38:28         
0xe0f00fa9	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:57:22         
0xc6900faa	custom/AntiBhopCheat	Trie                	604       	12/12/2022 - 20:39:52         
0x4ff00fab	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:54:17         
0xcd500fac	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:06:46         
0x89b00fad	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:53:59         
0xce600fae	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:56:24         
0x89600faf	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:53:59         
0x89700fb0	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:53:59         
0x4c100fb1	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 20:06:04         
0x7fd00fb2	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:34:31         
0xacb00fb3	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:58:59         
0x84000fb4	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:58:18         
0x21c00fb5	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:47:42         
0x7c300fb6	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:54:29         
0x7e600fb7	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 20:38:27         
0xd2100fb8	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:54:35         
0xda000fb9	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:54:23         
0x95100fba	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:42:24         
0x94f00fbb	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:53:59         
0xb4600fbc	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:56:42         
0x8ee00fbe	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:53:59         
0x8ef00fbf	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:53:59         
0x82300fc0	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:54:58         
0x73800fc1	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:08:34         
0xce900fc2	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 20:02:22         
0x9ae00fc4	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:53:59         
0xe3600fc5	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:09:24         
0x76600fc6	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:46:47         
0x9af00fc8	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:53:59         
0xa8800fca	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 20:35:24         
0x91d00fcb	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:53:59         
0x91e00fcc	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:53:59         
0xbf200fce	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:54:15         
0xa9200fcf	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:08:33         
0xbeb00fd1	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 19:46:39         
0x87200fd2	custom/SMJSONAPI.smx	JSON                	-1        	12/12/2022 - 18:54:51         
